#reverse_pos	count	cdf
1468	2	0.998921
1469	3	0.998924
1471	2	0.998926
1473	3	0.998929
1474	1	0.99893
1475	1	0.998931
1476	1	0.998932
1479	1	0.998933
1480	1	0.998934
1482	4	0.998938
1484	1	0.998939
1485	2	0.998941
1486	2	0.998944
1488	1	0.998945
1491	1	0.998946
1493	1	0.998947
1494	1	0.998948
1495	1	0.998949
1497	2	0.998951
1501	2	0.998953
1503	1	0.998954
1505	1	0.998955
1506	2	0.998957
1507	1	0.998958
1508	2	0.99896
1509	1	0.998961
1512	3	0.998964
1514	1	0.998965
1515	1	0.998966
1516	1	0.998968
1517	5	0.998973
1518	4	0.998977
1519	1	0.998978
1520	1	0.998979
1522	1	0.99898
1525	4	0.998984
1527	4	0.998988
1532	2	0.99899
1533	2	0.998993
1534	3	0.998996
1535	2	0.998998
1536	2	0.999
1537	2	0.999002
1539	3	0.999005
1540	1	0.999006
1543	1	0.999007
1544	2	0.999009
1545	3	0.999012
1548	5	0.999018
1549	1	0.999019
1550	1	0.99902
1551	1	0.999021
1552	1	0.999022
1553	1	0.999023
1558	2	0.999025
1559	2	0.999027
1560	3	0.99903
1561	2	0.999032
1562	6	0.999038
1564	1	0.999039
1568	2	0.999041
1569	5	0.999047
1570	2	0.999049
1571	1	0.99905
1573	2	0.999052
1574	1	0.999053
1575	1	0.999054
1576	5	0.999059
1577	1	0.99906
1578	2	0.999062
1579	1	0.999063
1580	2	0.999065
1581	3	0.999069
1582	3	0.999072
1583	3	0.999075
1584	2	0.999077
1585	2	0.999079
1587	1	0.99908
1588	1	0.999081
1589	1	0.999082
1590	1	0.999083
1592	1	0.999084
1593	1	0.999085
1594	2	0.999087
1595	2	0.999089
1597	2	0.999091
1598	4	0.999096
1599	4	0.9991
1601	4	0.999104
1602	2	0.999106
1603	1	0.999107
1605	2	0.999109
1607	2	0.999111
1608	1	0.999112
1609	1	0.999113
1610	2	0.999115
1611	2	0.999118
1612	2	0.99912
1613	1	0.999121
1614	1	0.999122
1616	1	0.999123
1617	1	0.999124
1620	1	0.999125
1621	2	0.999127
1622	1	0.999128
1623	4	0.999132
1627	2	0.999134
1628	1	0.999135
1629	1	0.999136
1631	2	0.999138
1632	1	0.999139
1633	1	0.99914
1634	2	0.999143
1635	2	0.999145
1636	3	0.999148
1637	2	0.99915
1638	4	0.999154
1639	1	0.999155
1643	1	0.999156
1648	2	0.999158
1649	4	0.999162
1650	1	0.999163
1651	1	0.999164
1652	1	0.999165
1653	3	0.999169
1654	1	0.99917
1655	1	0.999171
1658	2	0.999173
1659	2	0.999175
